"","date","visits","bounces","pageviews","avgTimeOnSite","goal2completions"
"560",2010-09-27,1816,257,13660,323.92345814978,27
"561",2010-09-28,1560,207,12203,322.408974358974,41
"562",2010-09-29,1544,228,12704,337.416450777202,17
"563",2010-09-30,1572,207,12390,350.212468193384,37
"564",2010-10-01,1572,234,11805,302.528625954198,27
"565",2010-10-02,1413,206,11105,325.832271762208,31
"566",2010-10-03,1639,213,12783,341.292861500915,34
"567",2010-10-04,1793,253,14884,350.640825432236,36
"568",2010-10-05,1532,223,11934,307.843994778068,29
"569",2010-10-06,1562,220,12920,342.141485275288,46
"570",2010-10-07,1620,211,12928,310.058641975309,39
"571",2010-10-08,1604,234,13131,323.684538653367,23
"572",2010-10-09,1525,202,12014,313.067540983607,21
"573",2010-10-10,1732,211,15042,345.905311778291,48
"574",2010-10-11,1838,268,14454,305.009249183896,43
"575",2010-10-12,1636,268,12358,316.914425427873,36
"576",2010-10-13,1702,267,13449,323.070505287897,24
"577",2010-10-14,1738,265,14233,322.659953970081,35
"578",2010-10-15,1682,239,12518,297.515457788347,27
"579",2010-10-16,1457,198,12383,349.89224433768,25
"580",2010-10-17,1781,203,14246,315.255474452555,23
"581",2010-10-18,1974,263,15325,313.349544072948,40
"582",2010-10-19,1779,224,14263,326.467116357504,36
"583",2010-10-20,1630,211,13212,338.675460122699,35
"584",2010-10-21,1653,239,13160,326.237144585602,32
"585",2010-10-22,1719,253,13340,320.406631762653,32
"586",2010-10-23,1687,220,14436,340.369887374037,39
"587",2010-10-24,1826,225,16090,366.739320920044,45
"588",2010-10-25,1892,250,15220,309.885306553911,37
"589",2010-10-26,1734,233,13623,313.96770472895,36
"590",2010-10-27,1694,222,14500,328.084415584416,48
"591",2010-10-28,1630,231,13648,334.579754601227,36
"592",2010-10-29,1171,145,9688,343.841161400512,20
"593",2010-10-30,1543,155,14824,392.838626053143,38
"594",2010-10-31,1649,200,14161,349.392965433596,30
"595",2010-11-01,1869,222,15674,321.609416800428,35
"596",2010-11-02,1880,242,15541,346.05585106383,41
"597",2010-11-03,1958,225,17344,373.26404494382,35
"598",2010-11-04,2047,267,16654,323.612603810454,44
"599",2010-11-05,1924,263,15762,340.072765072765,32
"600",2010-11-06,1672,216,13492,329.742224880383,30
"601",2010-11-07,2082,221,17518,344.287223823247,34
"602",2010-11-08,2199,281,17677,323.396543883583,43
"603",2010-11-09,2071,275,16582,326.143408981169,48
"604",2010-11-10,2206,277,18065,341.450135992747,52
"605",2010-11-11,2543,339,21588,327.618167518679,49
"606",2010-11-12,2341,288,18277,303.879111490816,41
"607",2010-11-13,2381,287,20268,339.233935321294,59
"608",2010-11-14,2802,324,23362,358.599571734475,44
"609",2010-11-15,3125,390,24130,294.6384,50
"610",2010-11-16,2746,352,22268,339.534959941733,57
"611",2010-11-17,2908,415,23091,326.73727647868,63
"612",2010-11-18,2978,399,23498,325.051040967092,57
"613",2010-11-19,2943,349,23538,332.012911994563,57
"614",2010-11-20,2896,327,23290,336.417127071823,64
"615",2010-11-21,3633,440,27017,316.651252408478,67
"616",2010-11-22,4920,632,35784,302.029471544715,90
"617",2010-11-23,5409,795,36948,278.231281198003,78
"618",2010-11-24,5607,827,35930,265.336543606207,66
"619",2010-11-25,7972,788,59789,377.316859006523,124
"620",2010-11-26,10377,1022,80942,349.27782596126,189
"621",2010-11-27,4691,575,39116,331.545299509699,98
"622",2010-11-28,4764,586,35951,296.984886649874,66
"623",2010-11-29,7016,886,53598,304.856043329532,107
"624",2010-11-30,3656,483,28702,313.959518599562,59
"625",2010-12-01,3161,395,25762,318.341031319203,64
"626",2010-12-02,3159,388,24583,294.724912947135,60
"627",2010-12-03,2848,333,23154,324.953651685393,59
"628",2010-12-04,2802,329,22967,315.32869379015,39
"629",2010-12-05,3179,338,25658,305.625668449198,75
"630",2010-12-06,3285,391,26693,302.713242009132,68
"631",2010-12-07,3037,342,25497,336.160684886401,73
"632",2010-12-08,2935,327,24876,354.662010221465,82
"633",2010-12-09,2784,278,22907,322.885057471264,67
"634",2010-12-10,2811,295,23169,336.655994308075,71
"635",2010-12-11,2705,249,21888,324.536044362292,70
"636",2010-12-12,3143,328,25954,345.733693923004,87
"637",2010-12-13,3178,323,26149,337.4631843927,62
"638",2010-12-14,3203,325,27109,371.704027474243,79
"639",2010-12-15,3336,338,28393,354.85551558753,85
"640",2010-12-16,3246,305,28221,381.339186691312,77
"641",2010-12-17,3832,317,33201,372.210073068894,72
"642",2010-12-18,3156,281,26057,341.334917617237,68
"643",2010-12-19,3422,285,28754,363.310637054354,81
"644",2010-12-20,3956,331,32770,360.126643073812,102
"645",2010-12-21,3766,491,30163,365.118959107807,90
"646",2010-12-22,3454,456,27315,340.398957730168,87
"647",2010-12-23,3239,407,26077,354.040135844396,69
"648",2010-12-24,1991,256,15801,320.560522350578,43
"649",2010-12-25,1836,299,13093,267.354030501089,15
"650",2010-12-26,3419,469,25610,307.192161450717,38
"651",2010-12-27,3463,493,27234,348.574646260468,58
"652",2010-12-28,3088,487,23976,327.618847150259,51
"653",2010-12-29,2764,421,22900,332.403762662808,51
"654",2010-12-30,2550,382,20290,330.012156862745,43
"655",2010-12-31,2168,382,16900,317.279520295203,25
"656",2011-01-01,2336,386,17973,331.727311643836,32
"657",2011-01-02,2686,414,21377,334.02382725242,40
"658",2011-01-03,2700,424,20681,316.025925925926,48
"659",2011-01-04,2426,369,18929,322.455894476505,39
"660",2011-01-05,2408,419,18582,335.496677740864,49
"661",2011-01-06,2329,386,17287,307.424216401889,46
"662",2011-01-07,2380,415,18874,333.993697478992,42
"663",2011-01-08,2280,366,18715,333.608333333333,30
"664",2011-01-09,2794,433,22644,345.118826055834,49
"665",2011-01-10,2727,407,22131,350.642097543088,55
"666",2011-01-11,2397,387,18708,328.34167709637,41
"667",2011-01-12,2353,362,17854,307.415214619635,35
"668",2011-01-13,2473,362,19831,353.904973716134,31
"669",2011-01-14,2544,374,19969,340.073506289308,41
"670",2011-01-15,2480,381,20524,348.292338709677,20
"671",2011-01-16,2847,421,22837,345.597471022129,38
"672",2011-01-17,2792,439,21760,338.322349570201,39
"673",2011-01-18,2417,398,18470,316.232519652462,33
"674",2011-01-19,2282,361,17848,333.846625766871,30
"675",2011-01-20,2405,372,19196,336.235343035343,26
"676",2011-01-21,2431,411,18862,331.251336898396,22
"677",2011-01-22,2324,386,18539,327.228485370052,32
"678",2011-01-23,2695,443,21425,319.519851576994,36
"679",2011-01-24,2698,380,22842,351.961452928095,38
"680",2011-01-25,2372,344,19098,336.849915682968,43
"681",2011-01-26,2616,352,22691,361.282110091743,52
"682",2011-01-27,2517,341,21305,342.592769169646,41
"683",2011-01-28,2703,405,21996,315.025157232704,28
"684",2011-01-29,2518,358,22508,372.83637807784,34
"685",2011-01-30,2895,376,24332,349.918134715026,39
"686",2011-01-31,2938,422,23551,327.646358066712,45
"687",2011-02-01,2660,381,21919,332.101127819549,37
"688",2011-02-02,2597,388,22584,359.328070850982,31
"689",2011-02-03,2914,399,24576,360.415579958819,40
"690",2011-02-04,3443,509,30618,370.317165262852,36
"691",2011-02-05,2930,441,24477,379.365187713311,25
"692",2011-02-06,2886,379,24204,364.551628551629,40
"693",2011-02-07,2978,432,25267,339.66924110141,42
"694",2011-02-08,2363,372,18839,369.330512060939,21
"695",2011-02-09,2891,402,24610,405.605326876513,44
"696",2011-02-10,2761,355,24444,377.246287576965,45
"697",2011-02-11,2654,321,23405,353.751695553881,48
"698",2011-02-12,2579,316,22876,356.696781698333,42
"699",2011-02-13,2628,355,22276,357.450913242009,37
"700",2011-02-14,2650,360,21553,313.766037735849,45
"701",2011-02-15,2955,436,24184,319.388494077834,50
"702",2011-02-16,2992,386,24807,331.63435828877,58
"703",2011-02-17,3018,399,24734,322.201457919152,64
"704",2011-02-18,3065,410,24758,329.157259380098,66
"705",2011-02-19,3003,423,24741,330.842490842491,47
"706",2011-02-20,3294,456,27495,338.95415907711,65
"707",2011-02-21,3536,501,28818,324.382352941176,64
"708",2011-02-22,2929,445,24398,331.625469443496,55
"709",2011-02-23,2884,420,23949,328.652565880721,55
"710",2011-02-24,2829,422,23574,341.734888653234,54
"711",2011-02-25,2853,418,23470,329.351559761654,50
"712",2011-02-26,2788,428,22793,324.430057388809,47
"713",2011-02-27,3282,487,26163,306.210847044485,53
"714",2011-02-28,3372,560,25388,297.307829181495,64
"715",2011-03-01,2776,459,21932,300.605187319885,65
"716",2011-03-02,2732,428,21691,318.747437774524,49
"717",2011-03-03,2653,427,20655,331.768186958161,49
"718",2011-03-04,2811,462,21027,287.040554962647,39
"719",2011-03-05,2907,492,22052,299.124871001032,54
"720",2011-03-06,2901,478,22157,295.593588417787,52
"721",2011-03-07,2874,449,20849,286.658315935978,65
"722",2011-03-08,2753,428,20996,305.029422448238,43
"723",2011-03-09,2613,405,20458,300.176425564485,63
"724",2011-03-10,2437,394,18127,298.267131719327,51
"725",2011-03-11,2345,412,17163,292.997867803838,44
"726",2011-03-12,2359,369,17918,308.64052564646,46
"727",2011-03-13,2444,418,17486,284.601063829787,45
"728",2011-03-14,2858,441,20983,286.534639608118,61
"729",2011-03-15,2743,445,20900,304.710171345242,57
"730",2011-03-16,2577,382,19387,308.079549864183,43
"731",2011-03-17,2586,434,19200,290.416086620263,57
"732",2011-03-18,2572,507,17259,272.451399688958,43
"733",2011-03-19,2388,542,15834,270.557370184255,45
"734",2011-03-20,2721,558,18599,267.536567438442,47
"735",2011-03-21,2638,495,17912,288.270659590599,58
"736",2011-03-22,2437,526,16299,280.467377923677,47
"737",2011-03-23,2391,431,16828,290.833960685905,47
"738",2011-03-24,2106,341,15806,305.620132953466,53
"739",2011-03-25,2022,295,15423,339.070227497527,65
"740",2011-03-26,1964,310,15182,340.438391038697,49
"741",2011-03-27,2136,322,16115,319.411048689139,40
"742",2011-03-28,2396,380,18533,324.58347245409,78
"743",2011-03-29,2370,425,17677,315.151898734177,56
"744",2011-03-30,2456,463,17618,280.139657980456,48
"745",2011-03-31,2305,436,16455,299.075054229935,51
"746",2011-04-01,2202,465,15280,275.960490463215,51
"747",2011-04-02,2208,471,12755,217.386775362319,22
"748",2011-04-03,2493,495,16982,281.369434416366,41
"749",2011-04-04,2515,475,18097,282.887475149105,55
"750",2011-04-05,2426,505,16821,288.319455894477,43
"751",2011-04-06,2378,478,17464,312.957527333894,44
"752",2011-04-07,2430,514,17504,296.49012345679,43
"753",2011-04-08,2395,492,16746,293.494780793319,35
"754",2011-04-09,2093,459,15251,306.055422838032,37
"755",2011-04-10,2423,477,17299,289.215848122163,45
"756",2011-04-11,2526,574,17087,258.993665874901,34
"757",2011-04-12,2334,521,16132,300.359897172237,40
"758",2011-04-13,2272,488,16047,283.263644366197,37
"759",2011-04-14,2311,469,16615,292.672436174816,51
"760",2011-04-15,2256,475,15487,291.97030141844,34
"761",2011-04-16,2008,443,14242,306.852091633466,35
"762",2011-04-17,2233,498,15446,272.226153157188,32
"763",2011-04-18,2590,494,17954,278.506177606178,47
"764",2011-04-19,2421,521,17651,315.669144981413,43
"765",2011-04-20,2219,481,15726,287.501126633619,38
"766",2011-04-21,2282,456,15842,303.876424189308,43
"767",2011-04-22,2339,449,16947,311.298845660539,43
"768",2011-04-23,2061,470,14796,296.770499757399,32
"769",2011-04-24,1946,373,13630,322.453751284687,23
"770",2011-04-25,2635,477,18958,305.460721062619,42
"771",2011-04-26,2416,482,18173,317.740894039735,45
"772",2011-04-27,2321,419,17776,316.574321413184,46
"773",2011-04-28,2325,438,17096,305.154838709677,62
"774",2011-04-29,2123,377,15554,310.65426283561,35
"775",2011-04-30,2162,418,15673,302.293709528215,46
"776",2011-05-01,2519,429,18234,296.832076220723,39
"777",2011-05-02,2596,509,18285,290.96687211094,61
"778",2011-05-03,2331,447,16369,301.080652080652,47
"779",2011-05-04,2352,485,16362,288.933673469388,45
"780",2011-05-05,2194,422,16634,287.952142206016,38
"781",2011-05-06,2281,440,16247,300.69443226655,42
"782",2011-05-07,2107,422,14782,285.531561461794,27
"783",2011-05-08,2014,361,14604,296.286991062562,38
"784",2011-05-09,2583,457,19486,305.362369337979,57
"785",2011-05-10,2371,465,16316,283.635175031632,46
"786",2011-05-11,2332,447,16553,288.954116638079,44
"787",2011-05-12,2314,452,17101,306.067847882455,50
"788",2011-05-13,2384,462,17137,305.829697986577,38
"789",2011-05-14,2187,366,16421,328.606767261088,41
"790",2011-05-15,2493,412,18545,304.385880465303,46
"791",2011-05-16,2686,490,19616,306.240878629933,56
"792",2011-05-17,2344,437,16802,302.368600682594,50
"793",2011-05-18,2364,454,17672,311.051184433164,51
"794",2011-05-19,2233,411,16145,292.912673533363,42
"795",2011-05-20,2208,413,15984,293.222373188406,33
"796",2011-05-21,2081,371,15198,307.072080730418,45
"797",2011-05-22,2460,420,18259,293.04918699187,40
"798",2011-05-23,2584,475,18337,313.404411764706,62
"799",2011-05-24,2282,444,15387,270.894829097283,41
"800",2011-05-25,2651,568,17569,270.589588834402,47
"801",2011-05-26,2785,606,18780,276.607540394973,42
"802",2011-05-27,3212,644,22485,298.621419676214,42
"803",2011-05-28,3218,641,22890,298.655686761964,53
"804",2011-05-29,3306,643,23477,299.320931639443,63
"805",2011-05-30,3486,748,24388,301.045897877223,62
"806",2011-05-31,1746,441,11103,281.400343642612,32
"807",2011-06-01,1084,309,6534,234.643911439114,11
"808",2011-06-02,2331,532,15175,267.147576147576,36
"809",2011-06-03,2483,494,17148,288.517116391462,51
"810",2011-06-04,2439,500,17095,299.934809348093,50
"811",2011-06-05,647,175,3993,224.166924265842,7
"812",2011-06-06,2770,576,18552,272.715162454874,58
"813",2011-06-07,2482,518,16780,294.202256244964,44
"814",2011-06-08,2607,503,18329,294.296892980437,54
"815",2011-06-09,2475,485,16616,281.076767676768,55
"816",2011-06-10,2154,388,15288,286.084029712163,44
"817",2011-06-11,2033,355,15140,325.206591244466,47
"818",2011-06-12,2347,399,16920,282.167447805709,47
"819",2011-06-13,2538,463,17685,306.454294720252,53
"820",2011-06-14,2294,381,16646,304.266346992153,49
"821",2011-06-15,2269,438,15982,314.762450418687,51
"822",2011-06-16,2186,396,16679,328.244739249771,61
"823",2011-06-17,2202,343,15490,300.69527702089,53
"824",2011-06-18,2058,334,15019,337.644314868805,33
"825",2011-06-19,2153,387,15789,310.765443567116,33
"826",2011-06-20,2340,364,16744,302.290170940171,49
"827",2011-06-21,2200,329,15302,301.443181818182,51
"828",2011-06-22,1973,302,15144,345.166244298023,59
"829",2011-06-23,1883,255,14640,333.62400424854,36
"830",2011-06-24,1837,254,14100,351.616222101252,59
"831",2011-06-25,1642,223,13422,375.133373934227,40
"832",2011-06-26,1892,249,15227,329.717758985201,46
"833",2011-06-27,2113,287,16217,332.783719829626,51
"834",2011-06-28,1910,260,15308,357.022513089005,44
"835",2011-06-29,1895,234,14943,354.034300791557,44
"836",2011-06-30,1909,258,14826,337.915138816134,50
"837",2011-07-01,1931,282,15201,340.380631796996,45
"838",2011-07-02,1960,228,16459,367.842857142857,30
"839",2011-07-03,2017,248,15616,346.297967278136,61
"840",2011-07-04,2099,315,16652,371.085755121486,64
"841",2011-07-05,2050,285,15706,343.405365853659,64
"842",2011-07-06,1980,307,15000,361.941414141414,44
"843",2011-07-07,2015,292,15714,335.246153846154,52
"844",2011-07-08,2044,292,16259,360.954011741683,51
"845",2011-07-09,1993,261,16572,363.818866031109,34
"846",2011-07-10,2177,257,17719,345.274230592559,50
"847",2011-07-11,2413,353,18263,317.200165768753,64
"848",2011-07-12,2322,346,17303,327.110249784668,53
"849",2011-07-13,2214,321,17759,351.50135501355,63
"850",2011-07-14,2206,318,17426,367.533544877607,66
"851",2011-07-15,2303,363,17366,320.851498046027,47
"852",2011-07-16,2153,315,17943,357.038550859266,41
"853",2011-07-17,2292,362,17415,326.993455497382,50
"854",2011-07-18,2525,372,18476,311.314059405941,59
"855",2011-07-19,2516,419,18657,324.994435612083,55
"856",2011-07-20,2454,388,19476,322.074164629177,55
"857",2011-07-21,2422,401,18044,303.950454170107,58
"858",2011-07-22,2314,385,16942,310.578651685393,60
"859",2011-07-23,2216,361,17414,315.026173285199,52
"860",2011-07-24,2504,366,19451,321.994808306709,67
"861",2011-07-25,2571,406,19006,306.147413457799,54
"862",2011-07-26,2384,392,18062,312.054110738255,52
"863",2011-07-27,2299,373,16423,288.886037407568,61
"864",2011-07-28,2207,342,16633,308.92886270956,58
"865",2011-07-29,2199,321,17041,319.076853115052,51
"866",2011-07-30,2166,333,16526,325.175900277008,47
"867",2011-07-31,2578,346,20017,322.78044996121,72
"868",2011-08-01,2381,301,18343,317.806383872323,47
"869",2011-08-02,1397,152,11650,321.138869005011,27
"870",2011-08-03,2288,292,19059,346.600524475524,47
"871",2011-08-04,1737,237,13609,344.018422567645,40
"872",2011-08-05,2294,281,18413,316.536617262424,50
"873",2011-08-06,2212,234,18988,348.135623869801,57
"874",2011-08-07,2448,284,20978,374.756944444444,51
"875",2011-08-08,2303,289,19515,337.170646982197,63
"876",2011-08-09,2232,285,19053,351.327956989247,59
"877",2011-08-10,2126,277,17400,343.989651928504,52
"878",2011-08-11,2427,481,18026,291.71405026782,57
"879",2011-08-12,2541,570,17129,263.992522628886,52
"880",2011-08-13,2760,662,18717,257.814130434783,45
"881",2011-08-14,2975,676,20666,288.765714285714,56
"882",2011-08-15,3006,692,20651,260.828010645376,57
"883",2011-08-16,2930,674,20041,263.013993174061,58
"884",2011-08-17,2728,590,18801,259.641495601173,53
"885",2011-08-18,2719,528,19495,275.438764251563,55
"886",2011-08-19,2667,577,18620,266.827521559805,32
"887",2011-08-20,2900,508,20302,251.503448275862,65
"888",2011-08-21,3151,602,21517,249.676293240241,63
"889",2011-08-22,3241,566,21362,241.074359765504,52
"890",2011-08-23,2945,571,19786,255.764006791171,57
"891",2011-08-24,2633,458,18988,271.650208887201,46
"892",2011-08-25,2524,490,18927,272.526941362916,52
"893",2011-08-26,2488,458,18118,279.387057877814,50
"894",2011-08-27,2632,477,19994,295.964665653495,62
"895",2011-08-28,2984,509,21687,286.968833780161,60
"896",2011-08-29,2417,413,17698,296.557716177079,45
"897",2011-08-30,1285,232,9522,325.025680933852,26
"898",2011-08-31,227,60,2116,382.370044052863,3
"899",2011-09-01,1966,368,14604,275.069684638861,47
"900",2011-09-02,3185,620,21557,270.056200941915,60
"901",2011-09-03,3104,531,22355,279.872100515464,45
"902",2011-09-04,3159,541,23262,287.49920861032,60
"903",2011-09-05,3211,560,24145,285.268140766116,59
"904",2011-09-06,2218,454,15298,269.642921550947,50
"905",2011-09-07,2367,476,16861,288.741022391212,48
"906",2011-09-08,2311,441,16963,263.919515361315,50
"907",2011-09-09,2227,409,16307,294.537943421643,43
"908",2011-09-10,2358,448,16656,273.034775233249,58
"909",2011-09-11,2401,420,17859,282.740941274469,57
"910",2011-09-12,2538,456,18015,266.943262411348,48
"911",2011-09-13,2419,425,17423,278.342703596527,57
"912",2011-09-14,2410,429,17637,287.831950207469,61
"913",2011-09-15,2659,535,20573,299.868371568259,70
"914",2011-09-16,2594,484,19060,280.222436391673,53
"915",2011-09-17,2561,473,18646,272.491604841859,56
"916",2011-09-18,2787,511,20831,290.440617151058,72
"917",2011-09-19,2905,571,19744,269.251635111876,57
"918",2011-09-20,2761,553,19432,271.292285403839,54
"919",2011-09-21,2629,535,18329,279.758843666793,63
"920",2011-09-22,2309,441,17592,293.830229536596,59
"921",2011-09-23,2539,487,19556,283.930681370618,62
"922",2011-09-24,2517,429,19820,305.645212554629,51
"923",2011-09-25,2882,550,21863,276.790423317141,58
"924",2011-09-26,2776,465,21717,288.842939481268,68
"925",2011-09-27,2582,452,20668,308.57203718048,68
"926",2011-09-28,2552,433,19521,292.639498432602,68
"927",2011-09-29,2366,377,19752,312.792899408284,61
"928",2011-09-30,2059,339,16746,328.041282175813,55
"929",2011-10-01,2174,375,17234,293.225850965961,50
"930",2011-10-02,2342,371,19098,307.793339026473,53
"931",2011-10-03,2467,414,19123,299.046209971625,46
"932",2011-10-04,2373,384,18738,299.101137800253,63
"933",2011-10-05,2362,373,18288,320.282811176969,51
"934",2011-10-06,2361,405,18513,311.884794578568,71
"935",2011-10-07,2333,344,18493,315.999571367338,73
"936",2011-10-08,2312,365,17279,343.608996539792,61
"937",2011-10-09,2779,421,23130,327.889528607413,90
"938",2011-10-10,2741,415,21226,299.920466982853,77
"939",2011-10-11,2496,430,19615,304.336538461538,63
"940",2011-10-12,2466,463,18978,300.006082725061,79
"941",2011-10-13,2616,460,20013,293.556574923547,78
"942",2011-10-14,2545,449,19575,306.852652259332,96
"943",2011-10-15,2607,450,20677,315.66359800537,71
"944",2011-10-16,2859,476,22890,307.735921650927,80
"945",2011-10-17,3067,510,25131,313.302249755461,112
"946",2011-10-18,2699,451,21931,317.844016302334,75
"947",2011-10-19,2628,441,20192,301.94596651446,79
"948",2011-10-20,2545,390,20157,301.212966601179,84
"949",2011-10-21,2584,407,20434,311.807275541796,82
"950",2011-10-22,2525,374,19832,303.750891089109,71
"951",2011-10-23,2842,351,23692,351.305418719212,124
"952",2011-10-24,2888,425,23300,333.672783933518,101
"953",2011-10-25,2683,419,20825,316.712262392844,87
"954",2011-10-26,2541,367,19837,301.753640299095,75
"955",2011-10-27,2570,428,19978,304.272762645914,82
"956",2011-10-28,2522,404,20044,342.201823949247,88
"957",2011-10-29,2561,322,22158,349.145646231941,81
"958",2011-10-30,2854,370,23290,327.207077785564,105
"959",2011-10-31,2570,396,20047,320.210894941634,85
"960",2011-11-01,2784,399,23009,321.683189655172,92
"961",2011-11-02,2814,404,22723,299.504619758351,84
"962",2011-11-03,2789,484,20796,309.92936536393,90
"963",2011-11-04,2922,479,23534,319.959958932238,121
"964",2011-11-05,3016,421,25273,335.942307692308,110
"965",2011-11-06,3603,518,30569,341.406605606439,134
"966",2011-11-07,3449,547,28981,329.893592345607,139
"967",2011-11-08,3509,480,29961,351.998290111143,155
"968",2011-11-09,3420,471,29220,350.892105263158,132
"969",2011-11-10,3677,560,29690,314.914060375306,143
"970",2011-11-11,3584,548,28934,330.035993303571,159
"971",2011-11-12,3577,513,29191,328.995806541795,143
"972",2011-11-13,4061,574,32680,332.181728638266,158
"973",2011-11-14,4129,613,32534,316.988859287963,175
"974",2011-11-15,4008,589,30877,324.287674650699,154
"975",2011-11-16,3774,542,28619,302.56942236354,132
"976",2011-11-17,3749,603,28472,318.785009335823,127
"977",2011-11-18,3860,603,28951,300.910103626943,134
"978",2011-11-19,3986,590,30075,298.165328650276,133
"979",2011-11-20,5023,719,38289,302.920167230739,183
"980",2011-11-21,5925,937,42558,280.829198312236,184
"981",2011-11-22,6192,1015,43601,281.322835917313,152
"982",2011-11-23,6566,1220,40342,236.105696009747,130
"983",2011-11-24,10551,1830,61685,234.789688181215,207
"984",2011-11-25,9782,1412,66761,276.984052341035,221
"985",2011-11-26,5821,843,46734,325.701597663632,188
"986",2011-11-27,6201,816,48295,319.59167876149,181
"987",2011-11-28,7632,1048,56186,297.387578616352,215
"988",2011-11-29,4266,656,32270,296.763478668542,139
"989",2011-11-30,3974,554,31383,329.042526421741,149
"990",2011-12-01,4559,654,36193,314.047817503839,136
"991",2011-12-02,5099,697,40677,317.722494606786,158
"992",2011-12-03,5721,870,44236,313.819087572103,174
"993",2011-12-04,5406,967,37457,309.177210506844,164
"994",2011-12-05,5782,813,44026,309.929263230716,208
"995",2011-12-06,5192,706,40704,311.794106317411,172
"996",2011-12-07,4930,675,39030,324.384787018256,172
"997",2011-12-08,5177,818,39632,323.404481359861,168
"998",2011-12-09,4854,716,35536,306.062216728471,158
"999",2011-12-10,5019,722,40485,335.4144251843,171
"1000",2011-12-11,5456,748,41314,301.75366568915,192
"1001",2011-12-12,5470,919,40663,295.527422303473,190
"1002",2011-12-13,5491,890,42702,317.78892733564,195
"1003",2011-12-14,5284,864,40389,308.155942467827,148
"1004",2011-12-15,5717,899,42527,281.925835228267,184
"1005",2011-12-16,5943,932,44152,297.676762577823,159
"1006",2011-12-17,5459,868,41324,302.252244000733,169
"1007",2011-12-18,5854,876,43843,302.753501879057,212
"1008",2011-12-19,6455,1093,48802,304.790240123935,229
"1009",2011-12-20,6632,1208,50099,305.035886610374,210
"1010",2011-12-21,6323,1146,47291,298.992092361221,200
"1011",2011-12-22,6413,1108,49191,307.510837361609,227
"1012",2011-12-23,5865,1009,43901,304.227962489344,214
"1013",2011-12-24,4006,786,28748,272.984772840739,107
"1014",2011-12-25,4117,923,28593,262.851833859607,74
"1015",2011-12-26,7393,1625,53609,279.102258893548,149
"1016",2011-12-27,7285,1899,49476,254.733013040494,162
"1017",2011-12-28,6576,1662,46025,270.722931873479,167
"1018",2011-12-29,5617,1164,41153,285.620615987182,184
"1019",2011-12-30,5107,1061,36865,284.984726845506,154
"1020",2011-12-31,1632,579,7539,377.359681372549,25
"1021",2012-01-01,1578,199,13232,311.045627376426,44
"1022",2012-01-02,5914,1290,43231,274.849340547853,165
"1023",2012-01-03,5610,1542,37749,240.569875222816,121
"1024",2012-01-04,5138,1398,34315,255.556052938887,133
"1025",2012-01-05,5192,1294,35803,265.017719568567,144
"1026",2012-01-06,5165,1362,34991,247.490222652469,117
"1027",2012-01-07,5408,1511,36952,245.472633136095,135
"1028",2012-01-08,5924,1522,41392,263.79591492235,160
"1029",2012-01-09,5239,1111,38525,269.416300820767,158
"1030",2012-01-10,4634,866,35068,295.675658178679,147
"1031",2012-01-11,4510,835,34967,293.148115299335,129
"1032",2012-01-12,4646,866,34355,292.823288850624,145
"1033",2012-01-13,4568,790,34808,295.249562171629,141
"1034",2012-01-14,4519,819,34778,295.308254038504,136
"1035",2012-01-15,4921,790,39933,311.917090022353,164
"1036",2012-01-16,5097,842,39891,303.167157151265,123
"1037",2012-01-17,4453,776,35598,300.591062205255,85
"1038",2012-01-18,4349,759,34435,288.71303747988,84
"1039",2012-01-19,4127,634,34855,313.724739520233,105
"1040",2012-01-20,4120,660,33235,290.296601941748,86
"1041",2012-01-21,4344,601,37519,309.342541436464,110
"1042",2012-01-22,4792,660,42380,326.363522537563,107
"1043",2012-01-23,4508,585,37651,296.451197870453,95
"1044",2012-01-24,4130,629,35489,295.832445520581,94
"1045",2012-01-25,4262,580,36620,320.920929141248,98
"1046",2012-01-26,4116,499,34864,319.071185617104,94
"1047",2012-01-27,3635,451,30531,313.450343878955,70
"1048",2012-01-28,3718,442,32475,330.262506724045,69
"1049",2012-01-29,4249,432,38282,325.859496352083,103
"1050",2012-01-30,3876,403,34752,335.961300309598,79
"1051",2012-01-31,3753,457,30852,305.627764455103,68
"1052",2012-02-01,4768,834,37219,272.77369966443,87
"1053",2012-02-02,5332,864,43628,286.789197299325,106
"1054",2012-02-03,5569,962,44607,299.790626683426,111
"1055",2012-02-04,5604,920,43869,278.503390435403,130
"1056",2012-02-05,5503,876,43405,283.826640014538,110
"1057",2012-02-06,5479,955,41469,270.591348786275,112
"1058",2012-02-07,4756,791,35696,276.204583683768,95
"1059",2012-02-08,4732,767,36525,277.423288250211,96
"1060",2012-02-09,4689,699,36406,277.958839837919,155
"1061",2012-02-10,4482,648,35192,279.25702811245,141
"1062",2012-02-11,4283,615,34750,289.893532570628,124
"1063",2012-02-12,5066,703,42903,313.358270825109,191
"1064",2012-02-13,4757,812,35587,289.663443346647,132
"1065",2012-02-14,3707,600,28667,290.728891286755,120
"1066",2012-02-15,4630,719,35161,271.839308855292,127
"1067",2012-02-16,4649,772,34787,273.570445257045,139
"1068",2012-02-17,4804,739,37006,286.457535387177,160
"1069",2012-02-18,4877,731,38245,282.305515685872,134
"1070",2012-02-19,5336,709,43465,297.871626686657,161
"1071",2012-02-20,5539,836,43577,293.43058313775,168
"1072",2012-02-21,4612,752,36099,282.19579358196,135
